segment_id,segment_name,corridor_id,corridor_name,period_start,period_end,source_mode,vehicle_count_semantics,calculation_mode,quality_status,tsp_kg_h,nox_kg_h,so2_kg_h,hc_kg_h,co_kg_h,co2_kg_h,ch4_kg_h,n2o_kg_h,car_vehicles_h,motorcycle_vehicles_h,bus_vehicles_h,truck_vehicles_h,car_vkt_km_h,motorcycle_vkt_km_h,bus_vkt_km_h,truck_vkt_km_h,observed_at,processed_at,calculation_version,source_cameras,source_streams,source_observation_count,observation_duration_seconds,calculation_metadata
SEG-0128,Jalan Faridan Muridan Noto,SEG-0128,Jalan Faridan Muridan Noto,2026-09-11T17:50:00+00:00,2026-09-11T17:51:00+00:00,SNAPSHOT_REAL,snapshot_occupancy,live_occupancy_estimate,estimated,0.0027359999999999997,0.003305999999999999,9.12e-05,0.06725999999999999,0.15959999999999996,36.251999999999995,0.0029639999999999996,2.28e-05,0.0,20.0,0.0,0.0,0.0,11.399999999999999,0.0,0.0,2026-09-11T17:50:30.680898+00:00,2026-09-11T17:50:41.856065+00:00,2,"[""kotabaru_fm_noto_raminten""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.57, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""roi_status"": ""uncalibrated""}"
SEG-0016,Jalan Jendral Sudirman,SEG-0016,Jalan Jendral Sudirman,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.011256,0.09567600000000001,0.0074772000000000016,0.010452000000000001,0.08844000000000002,25.502880000000005,0.00048240000000000007,0.00024924,0.0,0.0,12.0,0.0,0.0,0.0,8.040000000000001,0.0,2026-09-11T17:49:39.894987+00:00,2026-09-11T17:50:30.549460+00:00,2,"[""atcs_gramedia""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.67, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""dc62dc4a25e6ffdf5e892d1eac79f2013609a2756b1b0cb190787244f6f066d1"", ""selection_note"": null}"
SEG-0033,Jalan Dokter Wahidin,SEG-0033,Jalan Dokter Wahidin,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.009676800000000001,0.011692800000000001,0.00032256000000000006,0.23788800000000007,0.5644800000000001,128.21760000000003,0.010483200000000002,8.064000000000001e-05,0.0,72.0,0.0,0.0,0.0,40.32000000000001,0.0,0.0,2026-09-11T17:49:39.831202+00:00,2026-09-11T17:50:34.597676+00:00,2,"[""atcs_ukdw""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.56, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""5f40b3be4a1b46c2ca4f735f7722e3f394a411425347ad1878eb1f27046c7497"", ""selection_note"": null}"
SEG-0037,Jalan Dokter Sutomo,SEG-0037,Jalan Dokter Sutomo,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:49:39.920870+00:00,2026-09-11T17:50:32.038042+00:00,2,"[""atcs_tunjung""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.519, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""2bdbb682ec84792417511e520f6cfeb7fa1584347b6f5668e0f999118d8e0a35"", ""selection_note"": null}"
SEG-0046,Jalan Malioboro,SEG-0046,Jalan Malioboro,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.027703199999999994,0.09024959999999999,0.0016564799999999997,0.788256,2.7417599999999998,454.104,0.031701599999999996,0.00037128,40.0,160.0,0.0,0.0,28.56,114.24,0.0,0.0,2026-09-11T17:49:45.936404+00:00,2026-09-11T17:50:33.357153+00:00,2,"[""malioboro_depan_dprd""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.714, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""14ee040468351e300aa18de87e77056b8062af2ee99615aa7b4b9158386111dc"", ""selection_note"": null}"
SEG-0050,Jalan Gondosuli,SEG-0050,Jalan Gondosuli,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0020390399999999993,0.0024638399999999993,6.796799999999998e-05,0.050126399999999995,0.118944,27.017279999999996,0.00220896,1.6991999999999996e-05,0.0,12.0,0.0,0.0,0.0,8.495999999999999,0.0,0.0,2026-09-11T17:49:39.856129+00:00,2026-09-11T17:50:30.834032+00:00,2,"[""atcs_mandala_krida""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.708, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""e118dc4c7066935da0f64765a78d523c147b40389c157f85c6521bfc9f9cdfc6"", ""selection_note"": null}"
SEG-0058,Jalan Margo Mulyo,SEG-0058,Jalan Margo Mulyo,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0474888,0.49067999999999995,0.030523679999999997,0.09475199999999999,0.8053920000000001,143.21088,0.002256,0.00110544,20.0,0.0,40.0,20.0,11.28,0.0,22.56,11.28,2026-09-11T17:49:39.735804+00:00,2026-09-11T17:50:26.608020+00:00,2,"[""malioboro_pasar_beringharjo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.564, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""9fbbfa3d6a8bf8aa98e8733ca7a78f68f067161c62840e2fe12246b72430a701"", ""selection_note"": null}"
SEG-0064,Jalan Suryopranoto,SEG-0064,Jalan Suryopranoto,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:49:39.648067+00:00,2026-09-11T17:50:31.369204+00:00,2,"[""atcs_sentul""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.514, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""5c3b736a09dfa6ba54118a3fb63d7ac63252e9a875a812374659c6436d6241fb"", ""selection_note"": null}"
SEG-0072,Jalan K. Haji Wakhid Hasyim,SEG-0072,Jalan K. Haji Wakhid Hasyim,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:49:39.793724+00:00,2026-09-11T17:50:32.943229+00:00,2,"[""atcs_taman_sari""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.66, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""81bdf534caf44ab34c892a755bb5177c869a8ebe72227b7a57e695b05da4e2aa"", ""selection_note"": null}"
SEG-0074,Jalan M. T. Haryono,SEG-0074,Jalan M. T. Haryono,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:49:39.773750+00:00,2026-09-11T17:50:26.026530+00:00,2,"[""atcs_pasar_gading2""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.757, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""62931884a2e35eb1c4fda08366ac994bab01718ac3b8c5ed4d6b800761776b16"", ""selection_note"": null}"
SEG-0076,Jalan Kolonel Sugiono,SEG-0076,Jalan Kolonel Sugiono,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:49:39.933923+00:00,2026-09-11T17:50:26.235220+00:00,2,"[""atcs_jokteng_wetan""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.865, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""113cffcc6ca0b5bf735d5ee28e9635e82695e59f51cd3753abd77a7394d517cc"", ""selection_note"": null}"
SEG-0089,Jalan Veteran,SEG-0089,Jalan Veteran,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0011819999999999999,0.010827119999999999,0.00016075199999999998,0.04680719999999999,0.25531200000000004,30.070079999999997,0.0015602399999999998,3.3096e-05,6.0,6.0,0.0,0.0,4.728,4.728,0.0,0.0,2026-09-11T17:49:45.955021+00:00,2026-09-11T17:50:32.535957+00:00,2,"[""atcs_gambiran2""]","[""default""]",1,600.0,"{""stream_durations_seconds"": {""default"": 600.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.788, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""f8d7dce5135bc0dffc996406c5360bf98cd41a4fd63deba0143e69a236b6d196"", ""selection_note"": null}"
SEG-0128,Jalan Faridan Muridan Noto,SEG-0128,Jalan Faridan Muridan Noto,2026-09-11T17:49:00+00:00,2026-09-11T17:50:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.005586,0.029411999999999997,0.0004787999999999999,0.18011999999999997,0.7751999999999998,108.75599999999997,0.006725999999999999,0.0001026,20.0,40.0,0.0,0.0,11.399999999999999,22.799999999999997,0.0,0.0,2026-09-11T17:49:39.719775+00:00,2026-09-11T17:50:28.643372+00:00,2,"[""kotabaru_fm_noto_gardu""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.57, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""f13c85ca607e3ca96e288a6b2f3069c2b55ec742b41af49fd248a8ab3e31730c"", ""selection_note"": null}"
SEG-0002,Jalan Kyai Mojo,SEG-0002,Jalan Kyai Mojo,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:25:29.739133+00:00,2026-09-11T17:48:37.713397+00:00,2,"[""atcs_kiai_mojo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.535, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""984ad68bdeb4e3934d603ee56b90c0800bc1839fbcc847b922030c76b09803b5"", ""selection_note"": null}"
SEG-0003,Jalan Magelang,SEG-0003,Jalan Magelang,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.025793599999999996,0.2508016,0.011469919999999998,0.186592,0.513128,130.77904,0.0072716000000000005,0.0004802,0.0,40.0,0.0,20.0,0.0,27.44,0.0,13.72,2026-09-11T17:25:29.633985+00:00,2026-09-11T17:48:39.642746+00:00,2,"[""atcs_borobudur_plaza""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.686, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""d464a51a2e6d59dace6d1bd1d5e86f813cb32f8bf8c9551aa34328c6410f10c3"", ""selection_note"": null}"
SEG-0029,Jalan Yos Sudarso,SEG-0029,Jalan Yos Sudarso,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0002784,0.05567999999999999,0.0007238399999999998,0.11135999999999999,1.1136,88.53119999999998,0.0019487999999999999,0.0001392,40.0,0.0,0.0,0.0,27.839999999999996,0.0,0.0,0.0,2026-09-11T17:25:29.708247+00:00,2026-09-11T17:48:34.323539+00:00,2,"[""kotabaru_yos_sudarso""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.696, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""73fa25a077130963d9b602a063d5712a596cc6ca76147f52f180a45cbec3a4b9"", ""selection_note"": ""duplicate_stream_camera_deduped"", ""dropped_cameras"": {""default"": [""kotabaru_wardhani""]}}"
SEG-0046,Jalan Malioboro,SEG-0046,Jalan Malioboro,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.006854399999999999,0.008282399999999999,0.00022847999999999998,0.168504,0.39984,90.8208,0.0074256,5.7119999999999995e-05,0.0,40.0,0.0,0.0,0.0,28.56,0.0,0.0,2026-09-11T17:25:29.747158+00:00,2026-09-11T17:48:38.750750+00:00,2,"[""malioboro_utara_inna""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.714, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""13d18885613621cb27b57d2905064ef14a8d9212642c7cc6a9b558ed47c943ce"", ""selection_note"": null}"
SEG-0058,Jalan Margo Mulyo,SEG-0058,Jalan Margo Mulyo,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0082344,0.032373599999999995,0.0005639999999999999,0.244776,0.9249599999999999,143.4816,0.009588,0.00012408,20.0,60.0,0.0,0.0,11.28,33.839999999999996,0.0,0.0,2026-09-11T17:25:40.254653+00:00,2026-09-11T17:48:31.249303+00:00,2,"[""malioboro_pajeksan_suryatmajan""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.564, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""0436cfe08a54e1cd59fe0903a87747efe6039836821e5727e06fde30c7a78af1"", ""selection_note"": null}"
SEG-0063,Jalan Sultan Agung,SEG-0063,Jalan Sultan Agung,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T17:25:29.674832+00:00,2026-09-11T17:48:38.081996+00:00,2,"[""atcs_permata""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.859, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""101abddf8c65e10294375f90f4611acd3786d0a39ae6346ecd66b155f2e67c36"", ""selection_note"": null}"
SEG-0067,Jalan Kusumanegara,SEG-0067,Jalan Kusumanegara,2026-09-11T17:25:00+00:00,2026-09-11T17:26:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.00124848,0.0015085799999999998,4.1616e-05,0.0306918,0.072828,16.542360000000002,0.0013525199999999999,1.0404e-05,0.0,6.0,0.0,0.0,0.0,5.202,0.0,0.0,2026-09-11T17:25:40.268699+00:00,2026-09-11T17:48:33.959083+00:00,2,"[""atcs_sgm""]","[""default""]",1,600.0,"{""stream_durations_seconds"": {""default"": 600.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.867, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""a4172536c1f97b23cbf2a10926d6631f0715dccfc8656765100a82aa75757c4b"", ""selection_note"": null}"
